,Date,Total Fuel Used (kWh per capita),Coal (kWh per capita),Oil (kWh per capita),Gas (kWh per capita),Nuclear (kWh per capita),Hydro (kWh per capita),Wind (kWh per capita),Bioenergy (kWh per capita),Solar (kWh per capita),Low Carbon (kWh per capita),Renewables (kWh per capita),Fossil Fuels (kWh per capita),UK Population,Rainfall (mm),Sunshine (hours),Temperature (C),Wind (knots)
10,1995-11-01,1208.0442173570373,561.5135151715853,52.690651904594084,241.64885155941397,343.8695164160866,6.241261729017977,0.0,0.0,0.0,350.1107781451046,6.241261729017977,855.8530186355935,58088254.54545455,99.8,58.3,6.8,8.759019450808346
11,1995-12-01,1596.23173610477,778.9130802496209,78.8514474151003,281.24082969464996,448.0650487311636,6.420932171549262,0.0,0.0,0.0,454.4859809027128,6.420932171549262,1139.0053573593714,58091565.217391305,73.4,40.8,1.6,8.759019450808346
12,1996-01-01,1280.7190341270962,605.2562544539423,60.20559570080524,240.82238280322096,362.8337229277764,6.280583737559084,0.0,0.0,0.0,369.1143066653355,6.280583737559084,906.2842329579686,58094600.0,74.7,21.4,4.0,8.759019450808346
13,1996-02-01,1349.4453518594182,705.5191466152975,62.172874910061225,234.77309470701792,339.561085870968,3.1796356097458136,0.0,0.0,0.0,342.74072148071383,3.1796356097458136,1002.4651162323767,58106658.333333336,101.8,82.7,2.0,8.759019450808346
14,1996-03-01,1571.0938788221695,827.9332848310771,61.780097805554895,267.5138215658008,414.66641698615166,2.7990982824523254,0.0,0.0,0.0,417.46551526860395,2.7990982824523254,1157.2272042024329,58118716.666666664,48.7,63.0,3.7,8.759019450808346
15,1996-04-01,1097.8184963128394,505.7321186583182,38.359681253174415,199.2944356926258,345.81682422090535,3.6780517720604964,0.0,0.0,0.0,349.4948759929659,3.6780517720604964,743.3862356041185,58130775.0,73.0,120.5,7.5,8.759019450808346
16,1996-05-01,1057.6202856757925,444.0726142803498,41.22960410712699,209.64544211525066,355.3380324889568,3.1576720547387613,0.0,0.0,0.0,358.4957045436955,3.1576720547387613,694.9476605027274,58142833.333333336,65.6,177.4,8.0,8.759019450808346
17,1996-06-01,1198.0680902881916,480.5459901839727,52.07080459124462,261.153267846342,403.0192358424421,3.3768096607522406,0.0,0.0,0.0,406.3960455031943,3.3768096607522406,793.7700626215594,58154891.666666664,42.3,220.1,12.9,8.759019450808346
18,1996-07-01,954.1005674184395,407.53039311842895,37.796446263728804,225.14056521787717,277.2804831609702,1.4383425639473963,0.0,0.0,0.0,278.7188257249177,1.4383425639473963,670.4674046000349,58166950.0,55.2,191.6,14.7,8.759019450808346
19,1996-08-01,947.5115093774515,397.85896430857576,44.599350768124985,213.90911183458064,284.213507134088,1.5179358076029998,0.0,0.0,0.0,285.73144294169106,1.5179358076029998,656.3674269112814,58179008.333333336,78.5,163.5,15.1,8.759019450808346
20,1996-09-01,1278.9952867908705,493.2269099724357,58.78785518052027,306.5195574120197,419.3427169806133,2.555993703500881,0.0,0.0,0.0,421.8987106841142,2.555993703500881,858.5343225649758,58191066.666666664,44.3,138.7,12.6,8.759019450808346
21,1996-10-01,1088.6676617449664,416.2611543624161,44.241473288590605,264.13117852348995,353.37277852348996,4.6717079194630875,0.0,0.0,0.0,358.04448644295303,4.6717079194630875,724.6338061744966,58203125.0,136.6,91.6,10.4,8.759019450808346
